-11.236716;-16.850204
-9.563465;-18.034367
-8.937475;-16.704407
-11.986776;-13.550949
-5.212359;-15.138453
-3.912280;-23.459375
-3.940206;-17.570913
0.136432;-17.178272
-2.083184;-20.086201
0.648387;-14.770679
-1.412646;-19.435081
-0.270097;-18.078842
5.508419;-14.696874
3.855362;-15.712110
0.825453;-16.846521
0.979433;-15.673964
0.534184;-21.876429
2.853429;-15.608510
4.399103;-14.072369
1.226528;-16.733671
1.152558;-13.873950
1.412055;-16.393869
-1.933809;-16.212952
0.038682;-17.058575
-2.752069;-16.208183
2.362001;-21.351074
-0.072432;-16.258501
-0.511072;-14.964878
5.176332;-21.651421
0.634655;-19.807003
10.824457;-15.136382
3.028122;-17.176331
0.493503;-16.138992
0.510115;-14.104126
-2.465107;-11.932193
-0.964335;-14.846602
2.357805;-5.762231
0.276873;-15.134311
-3.436793;-12.301805
3.338134;-16.709936
6.163406;-17.423931
-2.009625;-19.326885
-0.900420;-15.535127
-2.236567;-16.541773
-0.944949;-14.215539
-1.218509;-15.756169
0.980868;-12.660028
10.859370;-16.070015
1.205535;-14.708616
-0.812622;-13.673277
7.211155;-13.622503
2.128295;-11.523698
4.220301;-12.888695
1.146234;-10.617751
3.672320;-6.899607
6.261446;-11.424220
6.706434;-10.737907
5.224772;-7.280409
3.161719;-6.772587
8.848104;-9.937627
6.033843;-8.539207
8.318495;-3.868379
10.920282;-4.317520
12.331964;-4.693644
10.923653;-5.990887
12.922200;-5.973743
12.558813;-7.909004
12.747332;-5.622378
11.439780;-6.521239
11.374909;-5.758703
11.497487;-6.945574
11.597251;-6.508734
11.166472;-6.217720
11.911365;-6.984987
12.884987;-6.873674
12.247811;-4.851921
13.585788;-5.557946
13.303224;-4.232266
14.151326;-5.267519
13.643676;-5.079547
14.332867;-4.964139
14.604393;-5.736665
13.785576;-4.730768
14.017056;-5.749916
13.770740;-4.821440
13.413285;-6.364264
13.426808;-5.628393
12.615683;-6.327277
12.522987;-5.841235
11.724795;-6.329975
10.986382;-5.975834
11.612014;-6.439902
9.931125;-6.176706
10.601130;-5.756471
11.951616;-6.034338
6.787843;-6.241327
7.845616;-6.920815
8.980000;-7.049209
6.439574;-7.182332
7.046178;-7.108707
6.545205;-7.442175
5.959994;-7.661353
6.235978;-8.127738
5.765223;-7.151189
6.537976;-7.771238
6.579114;-8.476917
6.666401;-8.201768
5.677147;-8.045654
5.364128;-8.630341
4.328184;-8.934402
2.583281;-8.331195
3.364551;-10.007360
2.931009;-9.545243
3.897624;-8.544945
3.791886;-7.685853
3.231513;-9.225744
3.404177;-8.384480
2.781520;-8.712304
3.531966;-9.159231
1.842759;-9.792995
1.297640;-9.021078
