21.520425;-2.327808
21.518616;-2.052616
21.513188;-1.777467
21.504143;-1.502404
21.491482;-1.227471
21.475206;-0.952712
21.455320;-0.678168
21.431825;-0.403884
21.404725;-0.129903
21.374025;0.143733
21.339729;0.416980
21.301843;0.689795
21.260372;0.962136
21.215324;1.233959
21.166706;1.505222
21.114524;1.775882
21.058788;2.045897
20.999505;2.315224
20.936686;2.583820
20.870341;2.851644
20.800478;3.118654
20.727111;3.384806
20.650249;3.650061
20.569906;3.914375
20.486094;4.177707
20.398825;4.440016
20.308115;4.701261
20.213976;4.961400
20.116425;5.220392
20.015475;5.478198
19.911144;5.734775
19.803447;5.990085
19.692402;6.244086
19.578025;6.496740
19.460336;6.748005
19.339352;6.997842
19.215092;7.246213
19.087576;7.493079
18.956824;7.738399
18.822857;7.982136
18.685696;8.224252
18.545361;8.464708
18.401876;8.703467
18.255263;8.940490
18.105545;9.175741
17.952745;9.409183
17.796888;9.640779
17.637998;9.870493
17.476100;10.098288
17.311219;10.324128
17.143382;10.547979
16.972615;10.769805
16.798944;10.989570
16.622397;11.207241
16.443002;11.422783
16.260787;11.636162
16.075781;11.847345
15.888012;12.056299
15.697510;12.262990
15.504306;12.467387
15.308430;12.669456
15.109911;12.869166
14.908783;13.066487
14.705075;13.261386
14.498822;13.453833
14.290053;13.643798
14.078804;13.831251
13.865106;14.016163
13.648993;14.198503
13.430500;14.378245
13.209661;14.555359
12.986511;14.729818
12.761083;14.901593
12.533415;15.070659
12.303542;15.236989
12.071500;15.400555
11.837326;15.561334
11.601055;15.719299
11.362727;15.874425
11.122377;16.026688
10.880044;16.176065
10.635766;16.322531
10.389582;16.466064
10.141529;16.606641
9.891647;16.744240
9.639976;16.878839
9.386555;17.010418
9.131424;17.138954
8.874622;17.264430
8.616191;17.386823
8.356171;17.506116
8.094603;17.622289
7.831528;17.735325
7.566987;17.845205
7.301022;17.951912
7.033675;18.055429
6.764988;18.155741
6.495004;18.252831
6.223763;18.346684
5.951310;18.437285
5.677687;18.524620
5.402938;18.608675
5.127104;18.689438
4.850231;18.766895
4.572360;18.841034
4.293537;18.911844
4.013804;18.979313
3.733207;19.043430
3.451788;19.104187
3.169593;19.161573
2.886665;19.215578
2.603049;19.266196
2.318791;19.313417
2.033933;19.357234
1.748522;19.397641
1.462602;19.434630
1.176218;19.468197
0.889415;19.498336
0.602239;19.525041
0.314734;19.548310
0.026945;19.568138
-0.261081;19.584522
-0.549300;19.597460
-0.837667;19.606949
-1.126136;19.612988
-1.414661;19.615577
-1.703198;19.614714
-1.991701;19.610400
-2.280124;19.602636
-2.568423;19.591422
-2.856552;19.576761
-3.144465;19.558654
-3.432117;19.537105
-3.719464;19.512118
-4.006459;19.483695
-4.293058;19.451842
-4.579215;19.416563
-4.864887;19.377864
-5.150026;19.335751
-5.434590;19.290231
-5.718533;19.241311
-6.001810;19.188999
-6.284377;19.133302
-6.566190;19.074230
-6.847204;19.011791
-7.127374;18.945996
-7.406657;18.876856
