TZapr;SzaprX;SzaprY;SzaprZ;ZaprCurse_0;ZaprPitch;ZaprRoll;TOtv;SotvX;SotvY;SotvZ;OtvCurse_0;OtvPitch;OtvRoll;qZv;eZv;PriemAntX;PriemAntY;PriemAntZ;ZaprAntX;ZaprAntY;ZaprAntZ;Lp1;Lp2;Ls1;Ls2;val_q;val_e;val_t;
5.300112;722233.360000;5675518.390000;23.030000;271.310000;0.730000;-0.860000;7.203827;722232.480000;5675518.150000;23.030000;271.190000;1.080000;-0.580000;355.000000;0.060000;722254.605086;5675508.738197;-5.185260;722255.288841;5675508.796069;-5.276975;537.336336;536.734943;-1.#INF00;-1.#INF00;356.918008;-10.878993;0.369111
9.301166;722230.140000;5675517.450000;23.030000;271.310000;0.430000;-0.570000;11.200597;722229.520000;5675517.460000;23.030000;271.230000;0.160000;-0.220000;355.060000;4.070000;722251.186725;5675508.222563;-5.595603;722251.924015;5675508.004225;-5.438165;534.018902;533.398392;-1.#INF00;-1.#INF00;356.656659;-11.642599;0.366845
13.301180;722226.900000;5675517.300000;23.030000;271.440000;1.470000;-0.620000;15.196676;722226.160000;5675517.070000;23.030000;271.450000;1.480000;-0.200000;354.660000;0.060000;722248.444847;5675507.742906;-5.087491;722249.174623;5675507.766959;-5.026456;531.615404;530.942577;-1.#INF00;-1.#INF00;356.467737;-10.641768;0.365128
17.302201;722223.560000;5675516.720000;23.030000;271.350000;0.420000;-0.180000;19.193934;722222.770000;5675516.620000;23.030000;271.510000;0.400000;-0.260000;354.200000;5.670000;722244.510427;5675507.253619;-5.497656;722245.337485;5675507.454172;-5.502227;527.966522;527.163335;-1.#INF00;-1.#INF00;356.220848;-11.738280;0.362558
21.303223;722221.240000;5675516.460000;23.030000;271.650000;1.310000;-0.310000;23.191394;722220.530000;5675516.420000;23.030000;271.430000;1.390000;-0.630000;354.370000;7.790000;722242.766939;5675506.886831;-5.056289;722243.406692;5675507.002549;-5.137300;526.201598;525.617819;-1.#INF00;-1.#INF00;356.407437;-11.141848;0.361470
25.304245;722218.380000;5675515.910000;23.030000;271.400000;0.290000;-0.010000;27.188611;722217.720000;5675515.810000;23.030000;271.430000;0.320000;0.010000;353.800000;7.050000;722239.437247;5675506.610180;-5.569421;722240.086828;5675506.711897;-5.577882;523.032987;522.424780;-1.#INF00;-1.#INF00;356.090455;-11.900802;0.359308
29.304258;722215.660000;5675515.790000;23.030000;271.390000;0.540000;-0.540000;31.185178;722214.960000;5675515.610000;23.030000;271.400000;1.240000;-0.190000;353.800000;3.780000;722237.135193;5675506.310244;-5.183078;722237.485811;5675506.327481;-5.400567;520.649200;520.398136;-1.#INF00;-1.#INF00;356.164769;-11.314093;0.357893
33.304280;722213.130000;5675515.310000;23.030000;271.310000;0.780000;-0.640000;35.182192;722212.640000;5675515.260000;23.030000;271.170000;0.560000;-0.740000;354.090000;4.700000;722234.509558;5675505.781272;-5.361523;722235.086511;5675505.825297;-5.292331;518.381779;517.836609;-1.#INF00;-1.#INF00;356.388741;-12.235368;0.356145
37.304301;722210.670000;5675514.850000;23.030000;271.310000;0.840000;0.070000;39.178961;722210.120000;5675514.780000;23.030000;271.270000;0.810000;-0.030000;354.030000;4.070000;722232.106044;5675505.615416;-5.374695;722232.665873;5675505.719843;-5.378171;516.185287;515.655053;-1.#INF00;-1.#INF00;356.081661;-11.820346;0.354647
41.305323;722208.200000;5675514.700000;23.030000;271.130000;1.340000;-0.440000;43.177113;722207.650000;5675514.620000;23.030000;271.030000;0.940000;-0.370000;354.150000;6.470000;722229.734707;5675505.376230;-5.272312;722230.464601;5675505.378812;-5.105483;514.204320;513.511422;-1.#INF00;-1.#INF00;356.317137;-11.958032;0.353169
45.306345;722206.250000;5675514.220000;23.030000;271.040000;0.460000;0.180000;47.175346;722205.590000;5675514.190000;23.030000;271.100000;1.050000;0.000000;353.860000;5.270000;722227.722275;5675505.103442;-5.286060;722228.100922;5675505.252188;-5.541279;511.948600;511.637686;-1.#INF00;-1.#INF00;356.124127;-11.794104;0.351883
49.307366;722204.060000;5675514.100000;23.030000;270.750000;1.270000;-0.800000;51.175693;722203.550000;5675513.910000;23.030000;270.640000;1.130000;-0.410000;354.260000;3.380000;722225.790495;5675504.795715;-5.192200;722226.347941;5675504.747309;-5.076534;510.361995;509.855554;-1.#INF00;-1.#INF00;356.614329;-11.983992;0.350653
53.307380;722202.170000;5675513.700000;23.030000;270.480000;0.470000;-0.080000;55.171366;722201.720000;5675513.610000;23.030000;270.500000;0.530000;0.080000;354.030000;6.650000;722223.688782;5675504.798062;-5.499367;722224.111099;5675504.815785;-5.498254;508.296660;507.919315;-1.#INF00;-1.#INF00;356.510524;-12.366541;0.349341
57.309401;722200.070000;5675513.550000;23.030000;270.380000;1.510000;-0.420000;59.171143;722199.660000;5675513.570000;23.030000;270.120000;1.280000;-1.040000;354.780000;4.980000;722222.053231;5675504.343226;-5.034431;722222.538231;5675504.530494;-5.041863;506.950043;506.457467;-1.#INF00;-1.#INF00;357.148922;-12.279089;0.348310
61.308423;722198.470000;5675513.010000;23.030000;270.120000;0.690000;0.180000;63.167873;722198.130000;5675513.010000;23.030000;270.150000;0.270000;0.250000;354.030000;7.790000;722220.022856;5675504.418052;-5.624558;722220.576610;5675504.393950;-5.452695;505.055175;504.526817;-1.#INF00;-1.#INF00;356.672586;-12.673005;0.347019
65.308437;722196.600000;5675513.220000;23.030000;270.170000;1.800000;-0.730000;67.165903;722196.180000;5675513.130000;23.030000;270.080000;1.620000;-0.670000;354.090000;4.350000;722218.747725;5675504.103237;-4.959600;722219.240953;5675504.127577;-4.879093;503.961835;503.496447;-1.#INF00;-1.#INF00;357.014986;-11.980930;0.346272
69.311466;722195.390000;5675512.920000;23.030000;270.260000;0.470000;-0.140000;71.167062;722194.920000;5675512.920000;23.030000;270.250000;0.710000;-0.200000;354.030000;7.680000;722217.015401;5675504.063308;-5.387506;722217.364839;5675504.090040;-5.489128;502.119318;501.834928;-1.#INF00;-1.#INF00;356.602872;-12.627138;0.345156
73.312480;722193.390000;5675513.010000;23.030000;270.120000;1.460000;-0.660000;75.165905;722193.120000;5675512.890000;23.030000;270.220000;0.800000;-0.060000;353.970000;7.280000;722215.265213;5675504.114833;-5.374021;722215.873219;5675503.972643;-5.024116;500.914487;500.328996;-1.#INF00;-1.#INF00;356.523826;-12.565023;0.344121
77.313501;722192.120000;5675512.860000;23.030000;270.380000;0.430000;-0.120000;79.165114;722191.610000;5675512.960000;23.030000;270.430000;1.250000;-0.650000;354.090000;7.160000;722213.941093;5675503.806897;-5.107970;722214.056472;5675503.994186;-5.507536;499.186775;499.138875;-1.#INF00;-1.#INF00;356.444341;-12.503994;0.343288
81.314523;722190.790000;5675512.670000;23.030000;270.070000;0.930000;-0.580000;83.164607;722190.460000;5675512.480000;23.030000;270.170000;0.940000;0.200000;353.920000;8.480000;722212.683229;5675503.854329;-5.358876;722213.020883;5675503.692552;-5.243586;498.250622;497.981448;-1.#INF00;-1.#INF00;356.439415;-12.450622;0.342507
85.315545;722189.560000;5675512.890000;23.030000;270.290000;1.150000;-0.610000;87.164060;722189.210000;5675512.850000;23.030000;270.210000;0.990000;-0.820000;354.150000;8.480000;722211.447385;5675503.698303;-5.182543;722211.864475;5675503.811720;-5.153286;497.315009;496.899333;-1.#INF00;-1.#INF00;356.573134;-12.901973;0.341754
89.315558;722188.110000;5675512.410000;23.030000;270.160000;1.220000;0.090000;91.162577;722187.960000;5675512.600000;23.030000;270.160000;0.430000;-0.490000;354.150000;9.050000;722209.929408;5675503.633318;-5.450627;722210.472696;5675503.732642;-5.233327;496.047050;495.468380;-1.#INF00;-1.#INF00;356.441090;-13.298889;0.340786
93.317580;722187.020000;5675512.440000;23.030000;270.350000;0.960000;0.030000;95.163128;722186.760000;5675512.390000;23.030000;270.380000;1.120000;0.000000;353.920000;8.080000;722209.039287;5675503.582046;-5.258792;722209.224980;5675503.659233;-5.325588;494.903577;494.733366;-1.#INF00;-1.#INF00;356.142641;-12.548662;0.340270
97.317601;722185.980000;5675512.510000;23.030000;270.340000;0.980000;-0.800000;99.162174;722186.250000;5675512.650000;23.030000;270.270000;1.220000;-0.510000;354.030000;8.080000;722208.592626;5675503.629318;-5.141559;722208.191752;5675503.317882;-5.189593;493.916678;494.399079;-1.#INF00;-1.#INF00;356.338889;-12.702416;0.340034
101.317615;722185.530000;5675512.380000;23.030000;270.330000;0.710000;0.090000;103.161301;722185.490000;5675512.480000;23.030000;270.330000;0.170000;-0.220000;353.920000;9.000000;722207.304143;5675503.584000;-5.591788;722207.614395;5675503.637783;-5.431474;493.460407;493.119878;-1.#INF00;-1.#INF00;356.066975;-13.517237;0.339181
105.318636;722184.570000;5675512.470000;23.030000;270.330000;1.710000;-0.320000;107.161485;722184.440000;5675512.480000;23.030000;270.310000;1.430000;-0.400000;354.150000;7.790000;722206.880148;5675503.498165;-5.076384;722207.144693;5675503.519565;-4.978487;493.148511;492.879593;-1.#INF00;-1.#INF00;356.226357;-12.556523;0.338987
109.318658;722184.170000;5675512.530000;23.030000;270.230000;0.340000;-0.420000;111.160531;722183.880000;5675512.470000;23.030000;270.220000;0.630000;-0.160000;353.970000;8.650000;722205.940480;5675503.645061;-5.424491;722206.083878;5675503.571666;-5.495999;492.083790;492.009580;-1.#INF00;-1.#INF00;356.133161;-13.162250;0.338409
113.319672;722183.320000;5675512.420000;23.030000;270.270000;0.960000;-0.350000;115.160756;722183.160000;5675512.350000;23.030000;270.290000;0.980000;-0.340000;354.200000;8.250000;722205.382157;5675503.407135;-5.261400;722205.535351;5675503.479936;-5.267629;491.643513;491.484500;-1.#INF00;-1.#INF00;356.132663;-12.975753;0.338039
117.321718;722182.880000;5675512.170000;23.030000;269.910000;0.630000;-0.710000;119.162079;722182.660000;5675511.990000;23.030000;269.820000;0.980000;-0.340000;354.600000;8.250000;722204.954767;5675503.229723;-5.261400;722204.987400;5675503.189496;-5.339276;491.033787;491.045274;-1.#INF00;-1.#INF00;356.600245;-12.991935;0.337737
