-17.941231;63.617783
-19.127958;59.280994
-17.811657;52.670692
-14.636940;60.594692
-16.215036;36.386055
-24.475954;48.119587
-18.591009;37.125774
-18.181406;22.410160
-21.094046;34.886429
-15.772727;17.001471
-20.421427;31.735199
-19.066610;24.915546
-15.661565;3.047305
-16.695358;9.327730
-17.807404;19.969547
-16.632513;18.184402
-22.843531;28.849173
-16.561647;11.870911
-15.028740;5.997137
-17.681892;18.672125
-14.820117;14.772647
-17.338497;17.741028
-17.155581;28.839802
-17.998249;23.221521
-17.145031;31.730143
-22.296259;22.511076
-17.184059;21.682882
-15.904734;22.716082
-22.580563;13.908914
-20.740759;25.457201
-16.067751;-10.477227
-18.100456;14.249835
-17.068474;20.150225
-15.022574;17.088762
-12.853973;23.096794
-15.766562;23.054964
-6.686365;0.206660
-16.051905;18.953339
-13.229070;26.546425
-17.623726;11.852046
-18.355494;5.983037
-20.248970;32.883568
-16.466118;24.040983
-17.473772;28.728384
-15.145433;21.936787
-16.693754;24.405626
-13.588523;13.004624
-17.005213;-8.067640
-15.639461;15.233292
-14.602449;20.481085
-14.565134;-2.501450
-12.435310;8.643895
-13.831928;4.439945
-11.540293;10.230055
-7.834321;-1.672656
-12.349319;-1.649881
-11.666877;-4.115309
-8.210302;-4.105781
-7.705742;-0.310942
-10.869586;-10.162882
-9.479355;-4.826149
-4.798326;-14.680047
-5.255794;-19.585295
-5.630748;-21.443451
-6.934929;-17.717314
-6.916340;-21.194927
-8.861838;-18.782307
-6.565623;-21.158613
-7.478954;-17.580896
-6.704165;-17.999975
-7.910408;-17.035786
-7.465649;-17.870646
-7.171231;-16.769087
-7.949206;-17.393507
-7.836494;-19.029360
-5.809268;-19.533926
-6.527086;-21.097542
-5.185223;-21.644157
-6.227741;-21.453228
-6.031434;-21.165386
-5.918532;-22.166630
-6.688973;-21.883045
-5.674644;-21.021669
-6.692548;-20.471745
-5.760910;-20.726320
-7.306815;-19.090508
-6.561155;-19.077114
-7.264950;-17.365162
-6.778863;-17.261028
-7.265592;-15.857211
-6.901972;-14.801587
-7.390248;-14.646870
-7.092250;-13.143636
-6.677453;-13.931162
-6.976884;-15.354114
-7.176626;-7.720989
-7.855102;-9.083973
-7.986331;-9.980886
-8.111917;-6.682321
-8.048184;-7.340440
-8.366975;-6.743597
-8.603898;-5.508121
-9.061322;-5.354211
-8.088863;-5.526327
-8.702896;-6.225727
-9.415406;-5.698289
-9.138106;-5.557620
-8.979380;-4.578517
-9.565039;-3.448807
-9.874068;-2.402162
-9.265945;-0.115786
-10.937390;-0.266040
-10.488681;-0.597881
-9.475616;-2.163244
-8.618931;-2.727751
-10.161907;-1.001582
-9.326021;-1.545973
-9.652986;-1.226800
-10.082352;-1.649767
-10.748769;1.191110
-9.943864;0.610364
-9.453094;-0.029801
-9.057543;-2.030328
-9.552378;-1.130108
-8.917332;-0.562906
-8.823952;-1.107670
-7.998881;-1.516166
-8.727923;-1.564512
-8.074157;-1.179034
-8.059159;-0.806827
-8.641571;-0.650375
-7.243993;-2.815535
-7.582401;-3.775116
-7.283607;-4.964224
-7.221068;-4.606281
-6.920271;-4.302287
-6.946815;-2.950279
-7.125480;-2.708488
-7.350292;-3.922069
-6.664091;-3.809723
-5.394287;-4.448370
-5.499197;-3.863271
-5.531168;-4.357276
-5.865826;-4.067993
-4.867546;-4.369695
